No. 1s,Fecha,INICIO,FINAL,TIEMPO DE PARO,CAUSA (DIGITAR EN MAYUSCULAS),PROCESO,HORAS TOTAL (H),Codigo ubicación tecnica,Tipo Paro,Imputación,AREA,PROCESO2,CLASE,NOMBRE RCA,AREA2,MES,AÑO
1,2022-01-12,10:42:00,15:15:00,04:33:00,SILO LLENO,CRUDO,4.55,EC01-361,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,ALTO INVENTARIO EN EL SILO,CRUDO,enero,2022
1,2022-01-12,12:31:00,14:58:00,02:27:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,2.4499999999999993,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
1,2022-01-12,17:08:00,18:12:00,01:04:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,1.0666666666666655,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
1,2022-01-12,19:49:00,20:48:00,00:59:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,0.9833333333333352,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
0,2022-01-12,07:00:00,11:51:00,04:51:00,VIAS MOJADAS. LLUVIA,TRITURADORA,4.849999999999999,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,VIAS MOJADAS. LLUVIA,TRITURADORA,enero,2022
1,2022-01-12,22:40:00,23:59:00,01:19:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.3166666666666647,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-13,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-13,08:13:00,08:17:00,00:04:00,PARO BANDA 331BT01 POR RAICES ,CRUDO,0.06666666666666643,EC01-331-BT01,MINA,BANDA TRANSPORTADORA,PROCESO,PROCESO,EXTERNO,PARO BANDA 331BT01 POR RAICES ,CRUDO,enero,2022
1,2022-01-13,08:35:00,08:50:00,00:15:00,"PARO VALVULA DIVERSORA  SE VA A FALLA,SE ENCUENTRAN PIEDRAS ENTRE LA HOJA Y CARCASA",CRUDO,0.25000000000000044,EC01-361-CD01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,PARO VALVULA DIVERTIDORA  SE VA A FALLA,CRUDO,enero,2022
1,2022-01-13,11:53:00,12:12:00,00:19:00,"PARO VALVULA DIVERSORA  SE VA A FALLA,SE ENCUENTRAN PIEDRAS ENTRE LA HOJA Y CARCASA",CRUDO,0.3166666666666669,EC01-361-CD01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"PARO VALVULA DIVERTIDORA  SE VA A FALLA,SE ENCUENTRAN PIEDRAS ENTRE LA HOJA Y CARCASA",CRUDO,enero,2022
1,2022-01-13,15:05:00,23:59:00,08:54:00,FALTA DE PILA PREHOMO,CRUDO,8.9,EC01-361,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,PARO POR FALTA DE CALIZA PREHOMO,CRUDO,enero,2022
1,2022-01-13,07:40:00,08:36:00,00:56:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,0.9333333333333327,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
1,2022-01-13,10:28:00,11:23:00,00:55:00,ALTO CO POR DISTURBIO EN EL HORNO,CARBON,0.9166666666666661,EC01-L61,EXTERNO,HORNO,EXTERNO,EXTERNO,EXTERNO,ALTO CO POR DISTURBIO EN EL HORNO,CARBON,enero,2022
1,2022-01-13,11:54:00,12:26:00,00:32:00,ALTA TEMPERATURA SALIDA DE GASES MOLINO,CARBON,0.5333333333333341,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA TEMPERATURA SALIDA DE GASES MOLINO,CARBON,enero,2022
1,2022-01-13,16:00:00,17:28:00,01:28:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,1.4666666666666668,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
1,2022-01-13,20:58:00,23:10:00,02:12:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,2.200000000000003,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
0,2022-01-13,07:00:00,10:20:00,03:20:00,VIAS MOJADAS. LLUVIA,TRITURADORA,3.3333333333333335,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,INICIO DE OPERACIONES DE ZEMER. VIAS MOJADAS. LLUVIA,TRITURADORA,enero,2022
1,2022-01-13,11:56:00,19:24:00,07:28:00,VIAS MOJADAS. LLUVIA,TRITURADORA,7.466666666666664,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,VIAS MOJADAS. LLUVIA,TRITURADORA,enero,2022
1,2022-01-13,20:04:00,23:00:00,02:56:00,VIAS MOJADAS. LLUVIA,TRITURADORA,2.9333333333333336,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,VIAS MOJADAS. LLUVIA,TRITURADORA,enero,2022
0,2022-01-13,23:00:00,23:59:00,00:59:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,0.9833333333333325,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-14,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-14,00:00:00,21:16:00,21:16:00,FALTA DE PILA PREHOMO,CRUDO,21.266666666666666,EC01-361,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,FALTA DE PILA PREHOMO,CRUDO,enero,2022
1,2022-01-14,07:24:00,08:21:00,00:57:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,0.9499999999999993,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
0,2022-01-14,07:00:00,11:25:00,04:25:00,VIAS MOJADAS. LLUVIA,TRITURADORA,4.416666666666666,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,VIAS MOJADAS. LLUVIA,TRITURADORA,enero,2022
1,2022-01-14,11:13:00,11:35:00,00:22:00,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,0.3666666666666667,EC01-L61-TY01,EXTERNO,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"BAJO NIVEL DE TOLVA DE CARBON, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR, SE CARGA MATERIAL CON PAJARITA",CARBON,enero,2022
1,2022-01-14,12:38:00,13:32:00,00:54:00,ALTO CO POR DISTURBIO EN EL HORNO,CARBON,0.8999999999999995,EC01-L61,EXTERNO,HORNO,PROCESO,PROCESO,EXTERNO,ALTO CO POR DISTURBIO EN EL HORNO,CARBON,enero,2022
1,2022-01-14,14:17:00,23:59:00,09:42:00,FALTA DE CALIZA,CEMENTO,9.7,EC01-561,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"FALTA DE CALIZA DE ADICION, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR",CEMENTO,enero,2022
1,2022-01-14,22:44:00,23:59:00,01:15:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2499999999999982,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-15,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-15,01:11:00,01:15:00,00:04:00,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,0.06666666666666676,EC01-361-CD01,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,enero,2022
1,2022-01-15,06:35:00,06:39:00,00:04:00,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,0.06666666666666776,EC01-361-CD01,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,enero,2022
1,2022-01-15,06:46:00,06:49:00,00:03:00,CAMBIOS DE GIRO SEGUIDOS DE LA ROTARY 361VR01,CRUDO,0.04999999999999982,EC01-361-VR01,EXTERNO,VALVULA ROTATIVA,PROCESO,PROCESO,EXTERNO,CAMBIOS DE GIRO SEGUIDOS DE LA ROTARY 361VR01,CRUDO,enero,2022
0,2022-01-15,07:00:00,08:12:00,01:12:00,INICIO DE OPERACIONES DE ZEMER,TRITURADORA,1.1999999999999984,IA01-211,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,INICIO DE OPERACIONES DE ZEMER. ,TRITURADORA,enero,2022
1,2022-01-15,08:46:00,08:52:00,00:06:00,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,0.09999999999999964,EC01-361-CD01,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,enero,2022
0,2022-01-15,00:00:00,09:04:00,09:04:00,FALTA DE CALIZA,CEMENTO,9.066666666666666,EC01-561,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,"FALTA DE CALIZA DE ADICION, BAJO INVENTARIO DE PILA, NO SE PUEDE RECLAMAR",CEMENTO,enero,2022
1,2022-01-15,09:16:00,09:30:00,00:14:00,VIBRACION POR DESCARGA DE FINOS DEL FILTRO 521FT02,CEMENTO,0.2333333333333325,EC01-521-FT02,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,PARA MOLINO POR VIBRACION POR DESCARGA DE FILTRO 521-FT02,CEMENTO,enero,2022
1,2022-01-15,09:39:00,12:10:00,02:31:00,TOLVAS LLENAS,CARBON,2.5166666666666657,EC01-L61,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,TOLVAS LLENAS ,CARBON,enero,2022
1,2022-01-15,13:10:00,13:14:00,00:04:00,CAMBIOS DE GIRO SEGUIDOS DE LA ROTARY 361VR01,CRUDO,0.06666666666666643,EC01-361-VR01,EXTERNO,VALVULA ROTATIVA,PROCESO,PROCESO,EXTERNO,CAMBIOS DE GIRO SEGUIDOS DE LA ROTARY 361VR01,CRUDO,enero,2022
1,2022-01-15,18:00:00,18:05:00,00:05:00,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,0.08333333333333304,EC01-361-CD01,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,enero,2022
1,2022-01-15,22:25:00,23:59:00,01:34:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.5666666666666664,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-15,21:06:00,21:45:00,00:39:00,"TOLVA L61TY01 VACIA, POR CAMA DE RECLAMADOR  NO UNIFORME ",CARBON,0.6499999999999977,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"TOLVA L61TY01 VACIA, POR CAMA DE RECLAMADOR  NO UNIFORME ",CARBON,enero,2022
1,2022-01-16,01:00:00,01:02:00,00:02:00,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,0.03333333333333355,EC01-361-CD01,EXTERNO,Sin Imputacion,PROCESO,PROCESO,EXTERNO,FALLA POR CAMBIO DE LA VALVULA 361CD01,CRUDO,enero,2022
0,2022-01-16,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-16,01:54:00,08:41:00,06:47:00,FALTA DE PILA PREHOMO,CRUDO,6.783333333333333,EC01-361,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,FALTA DE PILA PREHOMO,CRUDO,enero,2022
1,2022-01-16,02:51:00,02:53:00,00:02:00,VIBRACION ALTA POR CLINKER FINO,CEMENTO,0.033333333333333215,EC01-561-MR01,OPERACION,MOLINO VERTICAL,PROCESO,PROCESO,PROCESO,VIBRACION ALTA POR CLINKER FINO,CEMENTO,enero,2022
1,2022-01-16,09:16:00,23:59:00,14:43:00,FALTA DE PILA PREHOMO,CRUDO,14.716666666666665,EC01-361,MINA,MOLINO VERTICAL,PROCESO,PROCESO,EXTERNO,FALTA DE PILA PREHOMO,CRUDO,enero,2022
1,2022-01-16,10:44:00,16:00:00,05:16:00,TOLVAS LLENAS,CARBON,5.266666666666667,EC01-L61,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,TOLVAS LLENAS ,CARBON,enero,2022
1,2022-01-16,16:48:00,23:59:00,07:11:00,PARO PROGRAMADO DE HORNO,CARBON,7.183333333333332,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
1,2022-01-16,16:41:00,18:00:00,01:19:00,DESALINAMIENTO DE BANDA 511BT01 ,CEMENTO,1.3166666666666673,EC01-511-BT01,MECANICO,BANDA TRANSPORTADORA,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINAMIENTO DE BANDA 511BT01 ,CEMENTO,enero,2022
1,2022-01-16,19:45:00,23:59:00,04:14:00,PARO PROGRAMADO DE HORNO,HORNO,4.233333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
1,2022-01-16,18:58:00,19:15:00,00:17:00,BAJO NIVEL TOLVA DE CLINKER,CEMENTO,0.283333333333335,EC01-561,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,BAJO NIVEL TOLVA DE CLINKER,CEMENTO,enero,2022
1,2022-01-16,21:39:00,23:59:00,02:20:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,2.3333333333333357,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-17,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-17,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-17,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-17,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-17,11:42:00,11:55:00,00:13:00,ALTA VIBRACION POR MOLINO LLENO ,CEMENTO,0.2166666666666659,EC01-561-MR01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"SE PARA MOLINO POR ALTA VIBRACION, MOLINO LLENO POR FINOS ",CEMENTO,enero,2022
0,2022-01-18,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-18,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-18,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-18,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-19,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-19,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-19,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-19,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-19,19:25:00,23:59:00,04:34:00,SILOS LLENOS ,CEMENTO,4.566666666666666,EC01-561,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,SILOS LLENOS ,CEMENTO,enero,2022
0,2022-01-20,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-20,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-20,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-20,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-20,00:00:00,08:44:00,08:44:00,SILOS LLENOS ,CEMENTO,8.733333333333333,EC01-561,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,SILOS LLENOS ,CEMENTO,enero,2022
0,2022-01-21,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-21,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-21,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-21,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
1,2022-01-21,21:34:00,23:59:00,02:25:00,SILOS LLENOS ,CEMENTO,2.416666666666666,EC01-561,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,SILOS LLENOS ,CEMENTO,enero,2022
0,2022-01-22,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-22,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-22,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-22,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
0,2022-01-22,00:00:00,23:59:00,23:59:00,SILOS LLENOS ,CEMENTO,23.983333333333334,EC01-561,EXTERNO,ALTO INVENTARIO,PROCESO,PROCESO,EXTERNO,SILOS LLENOS ,CEMENTO,enero,2022
0,2022-01-23,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,HORNO,23.983333333333334,EC01-461,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,HORNO,enero,2022
0,2022-01-23,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CRUDO,23.983333333333334,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CRUDO,enero,2022
0,2022-01-23,00:00:00,23:59:00,23:59:00,PARO PROGRAMADO DE HORNO,CARBON,23.983333333333334,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,CARBON,enero,2022
0,2022-01-23,00:00:00,18:39:00,18:39:00,PARO PROGRAMADO DE MANTENIMIENTO,TRITURADORA,18.65,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,enero,2022
