No. 1s,Fecha,INICIO,FINAL,TIEMPO DE PARO,CAUSA (DIGITAR EN MAYUSCULAS),PROCESO,HORAS TOTAL (H),Codigo ubicación tecnica,Tipo Paro,Imputación,AREA,PROCESO2,CLASE,NOMBRE RCA,AREA2,MES,AÑO
1,2022-07-02,22:23:00,23:59:00,01:36:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.5999999999999996,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-02,07:45:00,09:13:00,01:28:00,"PARADA PROGRAMADA DE PRODUCCION, REVISION DE BANDA BT03 ",CRUDO,1.4666666666666668,EC01-361-BT03,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-02,05:26:00,06:02:00,00:36:00,VIBRACION POR CAMBIOS SEGUIDOS A RECHAZO POR DETECCION DE METALES,CRUDO,0.5999999999999999,EC01-361,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-02,19:20:00,19:41:00,00:21:00,VIBRACION POR DESCARGA DE FINOS FILTRO 561FT02,CEMENTO ART,0.3500000000000014,EC01-561-FT02,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-02,06:44:00,07:00:00,00:16:00,BAJA TEMPERATURA ACEITE LUBRICACION RODILLOS,CEMENTO UG,0.26666666666666705,EC01-561-EL02,MECANICO,SISTEMA DE LUBRICACION,MTTO MECANICO,No Especificado,Sin Clase,BAJA TEMPERATURA ACEITE LUBRICACION RODILLOS,CEMENTO,julio,2022
1,2022-07-02,11:24:00,11:31:00,00:07:00,PARO POR ALTAS VIBRACIONES,CEMENTO UG,0.11666666666666625,EC01-561,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-03,00:00:00,23:59:00,23:59:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,23.983333333333334,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-03,08:16:00,10:42:00,02:26:00,CALIBRACION DE DOSIFICADORAS YESO Y CALIZA ,CEMENTO UG,2.4333333333333313,EC01-561,MANTENIMIENTO PROGRAMADO,DOSIFICADOR ,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-03,14:13:00,15:53:00,01:40:00,FALLA DE COMUNICACIÓN EN  CCM BUS  DP NODO 31,CARBON,1.666666666666666,EC01-L61,ELECTRICO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-03,22:17:00,23:49:00,01:32:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,1.5333333333333332,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-03,22:31:00,23:59:00,01:28:00,PARO PARA REVISIÓN INTERNA DEL MOLINO,CEMENTO ART,1.4666666666666668,EC01-561,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-03,14:36:00,14:45:00,00:09:00,FALLA DE ALTA TEMPERATURA DE ENTRADA DE ACEITE EN EL REDUCTOR 361EL04T8 POR DISPARO DE SISTEMA DE REFRIGERACION DE PLANTA ,CRUDO,0.15000000000000213,EC01-361,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-03,04:00:00,04:04:00,00:04:00,ALTAS VIBRACIONES,CEMENTO UG,0.06666666666666643,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-04,03:07:00,12:44:00,09:37:00,SILO LLENO,CRUDO,9.616666666666667,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-04,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-04,22:40:00,23:59:00,01:19:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.3166666666666647,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-04,18:51:00,22:16:00,03:25:00,PARO POR REVISION DE DOSIFICADORA YESO Y MOLINO CEMENTO,CEMENTO UG,3.4166666666666625,EC01-561,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-04,00:00:00,01:33:00,01:33:00,PARO PARA REVISIÓN INTERNA DEL MOLINO,CEMENTO ART,1.5500000000000003,EC01-561,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-04,05:43:00,06:33:00,00:50:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.8333333333333324,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-04,07:15:00,08:01:00,00:46:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.7666666666666679,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-04,00:35:00,01:20:00,00:45:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.7499999999999999,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-04,02:06:00,02:45:00,00:39:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.6499999999999997,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-05,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-05,20:20:00,23:59:00,03:39:00,ATASQUE TRITURADORA,TRITURADORA,3.6500000000000004,IA01-211-TR01,OPERACIÓN,TRITURADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-05,05:04:00,11:48:00,06:44:00,SILOS LLENOS,CEMENTO UG,6.733333333333333,EC01-561,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-05,14:12:00,17:31:00,03:19:00,SILO LLENO,CRUDO,3.3166666666666655,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-05,20:45:00,23:00:00,02:15:00,CAIDA DE SCRAPERS,CARBON,2.25,EC01-L61-MR01,MECANICO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,14:53:00,16:27:00,01:34:00,SILOS LLENOS,CEMENTO UG,1.5666666666666664,EC01-561,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-05,00:44:00,02:09:00,01:25:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,1.4166666666666665,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,08:30:00,09:22:00,00:52:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.8666666666666663,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,02:37:00,03:23:00,00:46:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.7666666666666666,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,20:10:00,20:42:00,00:32:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.5333333333333314,EC01-L61,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,21:23:00,21:47:00,00:24:00,ALTAS VIBRACIONES,CEMENTO UG,0.4000000000000039,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-05,17:29:00,17:42:00,00:13:00,PULL ROPE ACTIVADO BANDA 531BT01,CEMENTO UG,0.21666666666666323,EC01-561,OPERACIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-05,15:45:00,15:53:00,00:08:00,ALTA TEMPERATURA DE SALIDA DEL MOLINO ,CARBON,0.13333333333333286,EC01-L61,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-05,02:32:00,02:36:00,00:04:00,VIBRACION POR CAMBIOS SEGUIDOS POR DETECCION METAL,CRUDO,0.06666666666666676,EC01-361,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-06,00:00:00,07:00:00,07:00:00,ATASQUE TRITURADORA CON SOBRETAMAÑOS Y MATERIAL HUMEDO,TRITURADORA,7.0,IA01-211-TR01,OPERACIÓN,TRITURADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-06,07:00:00,12:41:00,05:41:00,VIAS MOJADAS. LLUVIA,TRITURADORA,5.683333333333334,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-06,22:45:00,23:59:00,01:14:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2333333333333343,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-06,03:21:00,20:07:00,16:46:00,SILO LLENO,CRUDO,16.766666666666666,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-06,04:17:00,18:09:00,13:52:00,PARADA PROGRAMADA PARA MANTENIMIENTO,CEMENTO UG,13.866666666666665,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-06,13:58:00,16:58:00,03:00:00,MONTAJE DE SCRAPERS,CARBON,2.9999999999999973,EC01-L61-MR01,MANTENIMIENTO PROGRAMADO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-06,18:47:00,19:46:00,00:59:00,FALSA SEÑAL L61MR01T1,CARBON,0.9833333333333298,EC01-L61-MR01,ELECTRICO,INSTRUMENTO DE MEDIDA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-06,22:13:00,22:37:00,00:24:00,PICO DE CO EN EL FILTRO PRINCIPAL DEL MOLINO,CARBON,0.40000000000000124,EC01-L61-FT02,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-07,00:16:00,00:19:00,00:03:00,ALTAS VIBRACIONES,CEMENTO ART,0.04999999999999999,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-07,00:18:00,00:21:00,00:03:00,VIBRACION POR CAMBIOS SEGUIDOS A RECHAZO POR METALES,CRUDO,0.04999999999999999,EC01-361-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-07,01:51:00,01:55:00,00:04:00,ALTAS VIBRACIONES,CEMENTO ART,0.06666666666666643,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-07,01:55:00,02:20:00,00:25:00,RODILLO 4 NO BAJA. CADENA DE TOPE MECÁNICO ROTA,CEMENTO ART,0.41666666666666685,EC01-561-MR01,MECANICO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-07,07:31:00,07:54:00,00:23:00,ALTA TEMPERATURA EN ACEITE LUBRICACION DE RODILLOS,CEMENTO ART,0.3833333333333333,EC01-561-EL02,MECANICO,MOLINO VERTICAL,MTTO MECANICO,No Especificado,Sin Clase,ALTA TEMPERATURA EN ACEITE LUBRICACION DE RODILLOS,CEMENTO,julio,2022
1,2022-07-07,13:57:00,17:08:00,03:11:00,SE DETIENE MOLINO PARA SACAR LAMINA EN ALIMENTADOR DE PLACAS DE PREHOMO,CRUDO,3.1833333333333353,EC01-361-MR01,MANTENIMIENTO PROGRAMADO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-07,15:00:00,17:00:00,02:00:00,ALTAS VIBRACIONES,CEMENTO UG,2.000000000000001,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-07,22:55:00,23:14:00,00:19:00,ALTAS VIBRACIONES,CEMENTO ART,0.31666666666666554,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-07,23:30:00,23:49:00,00:19:00,ALTAS VIBRACIONES,CEMENTO ART,0.3166666666666682,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-07,19:50:00,20:20:00,00:30:00,BAJO NIVEL TOLVA ALIMENTACION AL MOLINO,CARBON,0.5000000000000009,EC01-L61,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-07,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-07,07:00:00,23:59:00,16:59:00,DAÑO EN TRITURADORA CAIDA DE PLACA,TRITURADORA,16.983333333333334,IA01-211-TR01-M01,MANTENIMIENTO PROGRAMADO,TRITURADORA,MTTO MECANICO,No Especificado,Sin Clase,DAÑO CAMINO MOLIENDA TRITURADORA,TRITURADORA,julio,2022
1,2022-07-08,08:39:00,08:54:00,00:15:00,ALTAS VIBRACIONES,CEMENTO UG,0.25000000000000044,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-08,09:37:00,09:41:00,00:04:00,ATASQUE EN VALVULA ROTATIVA 361VR01,CRUDO,0.06666666666666643,EC01-361-VR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-08,15:21:00,15:33:00,00:12:00,VIBRACION POR DETECCION DE METALES (CALAMINA),CRUDO,0.20000000000000195,EC01-361-DX01,OPERACIÓN,DETECTOR DE METALES,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-08,15:00:00,15:49:00,00:49:00,TOLVAS LLENAS ,CARBON,0.8166666666666664,EC01-L61,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-08,19:01:00,19:20:00,00:19:00,ALTAS VIBRACIONES,CEMENTO ART,0.31666666666666554,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-08,22:57:00,23:50:00,00:53:00,VIBRACION POR DETECCION DE METALES (CALAMINA),CRUDO,0.8833333333333329,EC01-361-DX01,OPERACIÓN,DETECTOR DE METALES,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-08,19:43:00,21:02:00,01:19:00,TOLVAS LLENAS ,CARBON,1.31666666666667,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-08,22:43:00,23:59:00,01:16:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2666666666666675,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-08,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-08,07:00:00,13:42:00,06:42:00,ROTURA PANTALLA DE CALIBRACION TRITURADORA,TRITURADORA,6.699999999999999,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-09,00:07:00,00:10:00,00:03:00,VIBRACION POR DETECCION DE METALES (CALAMINA),CRUDO,0.04999999999999999,EC01-361-MR01,OPERACIÓN,DETECTOR DE METALES,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-09,00:21:00,01:11:00,00:50:00,VIBRACION POR DETECCION DE METALES (CALAMINA),CRUDO,0.8333333333333334,EC01-361-DX01,OPERACIÓN,DETECTOR DE METALES,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-09,08:22:00,08:46:00,00:24:00,ALTAS VIBRACIONES,CEMENTO ART,0.3999999999999999,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-09,10:32:00,11:31:00,00:59:00,ALTAS VIBRACIONES,CEMENTO ART,0.9833333333333338,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-09,15:07:00,16:15:00,01:08:00,TOLVAS LLENAS ,CARBON,1.1333333333333346,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-09,15:07:00,19:33:00,04:26:00,SILO LLENO,CRUDO,4.433333333333334,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-09,17:20:00,19:20:00,02:00:00,BAJO NIVEL TOLVA ALIMENTACION AL MOLINO Y PARO DE HORNO,CARBON,1.9999999999999982,EC01-L61,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-09,17:37:00,19:55:00,02:18:00,PULL ROPE ACTIVADO BANDA 531BT01,CEMENTO ART,2.3,EC01-561-BT01-M01,OPERACIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-09,17:46:00,18:51:10,01:05:10,FALLA COMPUERTA CAMBIO DOMO-SILO INCOCIDOS,HORNO,1.0861111111111121,EC01-461,OPERACIÓN,VALVULA DE CLAPETA,PRODUCCION,PRODUCCION,Sin Clase,FALLA COMPUERTA CAMBIO DOMO-SILO INCOCIDOS,HORNO,julio,2022
1,2022-07-09,03:09:00,04:17:00,01:08:00,TOLVAS LLENAS ,CARBON,1.1333333333333333,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-09,22:53:00,23:59:00,01:06:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.1000000000000014,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-09,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-09,07:00:00,08:01:00,01:01:00,RETRASO POR OPERACIÓN,TRITURADORA,1.016666666666667,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-09,09:24:00,11:00:00,01:36:00,ALTO AMPERAJE POR MATERIAL HUMEDO DE MINA,TRITURADORA,1.5999999999999996,IA01-211,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-09,22:53:00,23:59:00,01:06:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.1000000000000014,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-10,02:57:00,04:22:00,01:25:00,TOLVAS LLENAS ,CARBON,1.4166666666666663,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-10,06:42:00,10:26:00,03:44:00,SILO LLENO,CRUDO,3.7333333333333334,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-10,07:00:00,09:28:00,02:28:00,RETRASO POR OPERACIÓN,TRITURADORA,2.466666666666666,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-10,07:13:00,08:27:00,01:14:00,FALLA DE TEMPERATURA ENTRADA MOLINO DE CARBON,CARBON,1.233333333333333,EC01-L61-MR01,ELECTRICO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-10,09:50:00,10:08:00,00:18:00,ATASQUE VALVULA ROTATIVA 561VR01,CEMENTO UG,0.29999999999999893,EC01-561-VR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-10,10:09:00,14:42:00,04:33:00,ATASQUE EN AERODESLIZADOR SILOS DE CEMENTO,CEMENTO UG,4.549999999999999,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-10,13:47:00,14:08:00,00:21:00,FALLA MOTOR DE TRASLACION APILADOR ADITIVOS,TRITURADORA,0.3500000000000014,EC01-K21-AD01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-10,15:35:00,23:59:00,08:24:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,8.399999999999999,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-10,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-11,00:00:00,09:53:00,09:53:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.883333333333333,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-11,00:06:00,01:58:00,01:52:00,ATASQUE DUCTO ALIMENTACION AL MOLINO CON MATERIAL HUMEDO,CARBON,1.8666666666666667,EC01-L61,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-11,05:38:00,06:46:00,01:08:00,ATASQUE DUCTO ALIMENTACION AL MOLINO CON MATERIAL HUMEDO,CARBON,1.133333333333334,EC01-L61,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-11,16:15:00,18:20:00,02:05:00,CAIDA DE LAMINA DE BLINDAJE DE PARTE SUPERIOR TRITURADORA,TRITURADORA,2.0833333333333313,IA01-211,MECANICO,Sin Imputacion,MTTO MECANICO,No Especificado,Sin Clase,CAIDA DE LAMINA DE BLINDAJE DE PARTE SUPERIOR TRITURADORA,TRITURADORA,julio,2022
0,2022-07-11,18:21:00,23:59:00,05:38:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,5.633333333333332,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-11,08:33:00,14:24:00,05:51:00,SILO LLENO,CRUDO,5.85,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-12,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-12,05:39:00,09:51:00,04:12:00,SILO LLENO,CRUDO,4.199999999999999,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
